rx_order,tx_order,estimated_azimuth_deg,estimated_elevation_deg,azimuth_error_deg,elevation_error_deg,score,identity_order
"0,3,2,1","3,1,2,0",53.0,1.0,23.0,-4.0,0.8031647257513075,False
"0,3,2,1","3,2,0,1",-60.0,1.0,-90.0,-4.0,0.3665813584973748,False
"0,3,2,1","3,2,1,0",-30.0,1.0,-60.0,-4.0,0.9130317330314851,False
"1,0,2,3","0,1,2,3",30.0,4.0,0.0,-1.0,0.9667393428825458,False
"1,0,2,3","0,1,3,2",60.0,4.0,30.0,-1.0,0.38570185821433944,False
"1,0,2,3","0,2,1,3",-54.0,4.0,-84.0,-1.0,0.8503368333737077,False
"1,0,2,3","0,2,3,1",53.0,4.0,23.0,-1.0,0.8520469961069344,False
"1,0,2,3","0,3,1,2",60.0,4.0,30.0,-1.0,0.38904909870784216,False
"1,0,2,3","0,3,2,1",-30.0,4.0,-60.0,-1.0,0.9666730121028082,False
"1,0,2,3","1,0,2,3",60.0,4.0,30.0,-1.0,0.38570185821433955,False
"1,0,2,3","1,0,3,2",-30.0,4.0,-60.0,-1.0,0.9666509018087966,False
"1,0,2,3","1,2,0,3",60.0,4.0,30.0,-1.0,0.38904909870784204,False
"1,0,2,3","1,2,3,0",30.0,4.0,0.0,-1.0,0.9666730121028082,False
"1,0,2,3","1,3,0,2",53.0,4.0,23.0,-1.0,0.8569307559362414,False
"1,0,2,3","1,3,2,0",-53.0,4.0,-83.0,-1.0,0.8520469961069341,False
"1,0,2,3","2,0,1,3",53.0,4.0,23.0,-1.0,0.8520469961069344,False
"1,0,2,3","2,0,3,1",-53.0,4.0,-83.0,-1.0,0.8569307559362416,False
"1,0,2,3","2,1,0,3",-30.0,4.0,-60.0,-1.0,0.9666730121028082,False
"1,0,2,3","2,1,3,0",-60.0,4.0,-90.0,-1.0,0.3890490987078419,False
"1,0,2,3","2,3,0,1",30.0,4.0,0.0,-1.0,0.9666509018087964,False
"1,0,2,3","2,3,1,0",-60.0,4.0,-90.0,-1.0,0.3857018582143397,False
"1,0,2,3","3,0,1,2",30.0,4.0,0.0,-1.0,0.9666730121028084,False
"1,0,2,3","3,0,2,1",-60.0,4.0,-90.0,-1.0,0.38904909870784216,False
"1,0,2,3","3,1,0,2",-53.0,4.0,-83.0,-1.0,0.8520469961069341,False
"1,0,2,3","3,1,2,0",54.0,4.0,24.0,-1.0,0.8503368333737081,False
"1,0,2,3","3,2,0,1",-60.0,4.0,-90.0,-1.0,0.38570185821433955,False
"1,0,2,3","3,2,1,0",-30.0,4.0,-60.0,-1.0,0.966739342882546,False
"1,0,3,2","0,1,2,3",30.0,3.0,0.0,-2.0,0.9413803768692383,False
"1,0,3,2","0,1,3,2",60.0,3.0,30.0,-2.0,0.37669481601857974,False
"1,0,3,2","0,2,1,3",-53.0,3.0,-83.0,-2.0,0.8279894885985591,False
"1,0,3,2","0,2,3,1",53.0,3.0,23.0,-2.0,0.8297637483315424,False
"1,0,3,2","0,3,1,2",60.0,3.0,30.0,-2.0,0.3799772606235743,False
"1,0,3,2","0,3,2,1",-30.0,3.0,-60.0,-2.0,0.941344037496017,False
"1,0,3,2","1,0,2,3",60.0,3.0,30.0,-2.0,0.3766948160185803,False
"1,0,3,2","1,0,3,2",-30.0,3.0,-60.0,-2.0,0.9413319243125468,False
"1,0,3,2","1,2,0,3",60.0,3.0,30.0,-2.0,0.37997726062357384,False
"1,0,3,2","1,2,3,0",30.0,3.0,0.0,-2.0,0.9413440374960168,False
"1,0,3,2","1,3,0,2",53.0,3.0,23.0,-2.0,0.8345322885103444,False
"1,0,3,2","1,3,2,0",-53.0,3.0,-83.0,-2.0,0.8297637483315426,False
"1,0,3,2","2,0,1,3",53.0,3.0,23.0,-2.0,0.8297637483315431,False
"1,0,3,2","2,0,3,1",-53.0,3.0,-83.0,-2.0,0.8345322885103449,False
"1,0,3,2","2,1,0,3",-30.0,3.0,-60.0,-2.0,0.9413440374960168,False
"1,0,3,2","2,1,3,0",-60.0,3.0,-90.0,-2.0,0.37997726062357373,False
"1,0,3,2","2,3,0,1",30.0,3.0,0.0,-2.0,0.941331924312547,False
"1,0,3,2","2,3,1,0",-60.0,3.0,-90.0,-2.0,0.3766948160185803,False
"1,0,3,2","3,0,1,2",30.0,3.0,0.0,-2.0,0.9413440374960175,False
"1,0,3,2","3,0,2,1",-60.0,3.0,-90.0,-2.0,0.3799772606235743,False
"1,0,3,2","3,1,0,2",-53.0,3.0,-83.0,-2.0,0.8297637483315429,False
"1,0,3,2","3,1,2,0",53.0,3.0,23.0,-2.0,0.8279894885985594,False
"1,0,3,2","3,2,0,1",-60.0,3.0,-90.0,-2.0,0.37669481601857974,False
"1,0,3,2","3,2,1,0",-30.0,3.0,-60.0,-2.0,0.941380376869238,False
"1,2,0,3","0,1,2,3",30.0,2.0,0.0,-3.0,0.9238452763720901,False
"1,2,0,3","0,1,3,2",60.0,2.0,30.0,-3.0,0.37045624061859384,False
"1,2,0,3","0,2,1,3",-53.0,2.0,-83.0,-3.0,0.8126370382458888,False
"1,2,0,3","0,2,3,1",53.0,2.0,23.0,-3.0,0.8143490567739385,False
"1,2,0,3","0,3,1,2",60.0,2.0,30.0,-3.0,0.3736936448401248,False
"1,2,0,3","0,3,2,1",-30.0,2.0,-60.0,-3.0,0.9238294241763109,False
"1,2,0,3","1,0,2,3",60.0,2.0,30.0,-3.0,0.37045624061859395,False
"1,2,0,3","1,0,3,2",-30.0,2.0,-60.0,-3.0,0.9238241400666559,False
"1,2,0,3","1,2,0,3",60.0,2.0,30.0,-3.0,0.3736936448401248,False
"1,2,0,3","1,2,3,0",30.0,2.0,0.0,-3.0,0.923829424176311,False
"1,2,0,3","1,3,0,2",53.0,2.0,23.0,-3.0,0.8190377995569801,False
"1,2,0,3","1,3,2,0",-53.0,2.0,-83.0,-3.0,0.814349056773939,False
"1,2,0,3","2,0,1,3",53.0,2.0,23.0,-3.0,0.8143490567739394,False
"1,2,0,3","2,0,3,1",-53.0,2.0,-83.0,-3.0,0.8190377995569803,False
"1,2,0,3","2,1,0,3",-30.0,2.0,-60.0,-3.0,0.923829424176311,False
"1,2,0,3","2,1,3,0",-60.0,2.0,-90.0,-3.0,0.3736936448401248,False
"1,2,0,3","2,3,0,1",30.0,2.0,0.0,-3.0,0.9238241400666556,False
"1,2,0,3","2,3,1,0",-60.0,2.0,-90.0,-3.0,0.37045624061859395,False
"1,2,0,3","3,0,1,2",30.0,2.0,0.0,-3.0,0.9238294241763112,False
"1,2,0,3","3,0,2,1",-60.0,2.0,-90.0,-3.0,0.37369364484012507,False
"1,2,0,3","3,1,0,2",-53.0,2.0,-83.0,-3.0,0.8143490567739392,False
"1,2,0,3","3,1,2,0",53.0,2.0,23.0,-3.0,0.8126370382458884,False
"1,2,0,3","3,2,0,1",-60.0,2.0,-90.0,-3.0,0.37045624061859395,False
"1,2,0,3","3,2,1,0",-30.0,2.0,-60.0,-3.0,0.9238452763720908,False
"1,2,3,0","0,1,2,3",30.0,-1.0,0.0,-6.0,0.9130317330314848,False
"1,2,3,0","0,1,3,2",60.0,-1.0,30.0,-6.0,0.3665813584973749,False
"1,2,3,0","0,2,1,3",-53.0,-1.0,-83.0,-6.0,0.8031647257513076,False
"1,2,3,0","0,2,3,1",53.0,-1.0,23.0,-6.0,0.8048393826823514,False
"1,2,3,0","0,3,1,2",60.0,-1.0,30.0,-6.0,0.3697904068995493,False
"1,2,3,0","0,3,2,1",-30.0,-1.0,-60.0,-6.0,0.9130278160414964,False
"1,2,3,0","1,0,2,3",60.0,-1.0,30.0,-6.0,0.36658135849737516,False
"1,2,3,0","1,0,3,2",-30.0,-1.0,-60.0,-6.0,0.9130265103638369,False
"1,2,3,0","1,2,0,3",60.0,-1.0,30.0,-6.0,0.3697904068995493,False
"1,2,3,0","1,2,3,0",30.0,-1.0,0.0,-6.0,0.9130278160414964,False
"1,2,3,0","1,3,0,2",53.0,-1.0,23.0,-6.0,0.8094785931204774,False
"1,2,3,0","1,3,2,0",-53.0,-1.0,-83.0,-6.0,0.8048393826823514,False
"1,2,3,0","2,0,1,3",53.0,-1.0,23.0,-6.0,0.8048393826823517,False
"1,2,3,0","2,0,3,1",-53.0,-1.0,-83.0,-6.0,0.8094785931204773,False
"1,2,3,0","2,1,0,3",-30.0,-1.0,-60.0,-6.0,0.9130278160414966,False
"1,2,3,0","2,1,3,0",-60.0,-1.0,-90.0,-6.0,0.369790406899549,False
"1,2,3,0","2,3,0,1",30.0,-1.0,0.0,-6.0,0.9130265103638364,False
"1,2,3,0","2,3,1,0",-60.0,-1.0,-90.0,-6.0,0.36658135849737505,False
"1,2,3,0","3,0,1,2",30.0,-1.0,0.0,-6.0,0.913027816041496,False
"1,2,3,0","3,0,2,1",-60.0,-1.0,-90.0,-6.0,0.3697904068995494,False
"1,2,3,0","3,1,0,2",-53.0,-1.0,-83.0,-6.0,0.8048393826823514,False
"1,2,3,0","3,1,2,0",53.0,-1.0,23.0,-6.0,0.8031647257513076,False
"1,2,3,0","3,2,0,1",-60.0,-1.0,-90.0,-6.0,0.3665813584973748,False
"1,2,3,0","3,2,1,0",-30.0,-1.0,-60.0,-6.0,0.9130317330314849,False
"1,3,0,2","0,1,2,3",30.0,0.0,0.0,-5.0,0.9095795181230781,False
"1,3,0,2","0,1,3,2",60.0,0.0,30.0,-5.0,0.36534845486148426,False
"1,3,0,2","0,2,1,3",-53.0,0.0,-83.0,-5.0,0.8001406782787691,False
"1,3,0,2","0,2,3,1",53.0,0.0,23.0,-5.0,0.8018032488759155,False
"1,3,0,2","0,3,1,2",60.0,0.0,30.0,-5.0,0.36854853524500947,False
"1,3,0,2","0,3,2,1",-30.0,0.0,-60.0,-5.0,0.9095795181230781,False
"1,3,0,2","1,0,2,3",60.0,0.0,30.0,-5.0,0.36534845486148415,False
"1,3,0,2","1,0,3,2",-30.0,0.0,-60.0,-5.0,0.9095795181230781,False
"1,3,0,2","1,2,0,3",60.0,0.0,30.0,-5.0,0.36854853524500947,False
"1,3,0,2","1,2,3,0",30.0,0.0,0.0,-5.0,0.9095795181230781,False
"1,3,0,2","1,3,0,2",53.0,0.0,23.0,-5.0,0.8064266939731535,False
"1,3,0,2","1,3,2,0",-53.0,0.0,-83.0,-5.0,0.801803248875916,False
"1,3,0,2","2,0,1,3",53.0,0.0,23.0,-5.0,0.8018032488759159,False
"1,3,0,2","2,0,3,1",-53.0,0.0,-83.0,-5.0,0.8064266939731536,False
"1,3,0,2","2,1,0,3",-30.0,0.0,-60.0,-5.0,0.9095795181230781,False
"1,3,0,2","2,1,3,0",-60.0,0.0,-90.0,-5.0,0.3685485352450096,False
"1,3,0,2","2,3,0,1",30.0,0.0,0.0,-5.0,0.9095795181230781,False
"1,3,0,2","2,3,1,0",-60.0,0.0,-90.0,-5.0,0.36534845486148415,False
"1,3,0,2","3,0,1,2",30.0,0.0,0.0,-5.0,0.9095795181230781,False
"1,3,0,2","3,0,2,1",-60.0,0.0,-90.0,-5.0,0.36854853524500947,False
"1,3,0,2","3,1,0,2",-53.0,0.0,-83.0,-5.0,0.8018032488759159,False
"1,3,0,2","3,1,2,0",53.0,0.0,23.0,-5.0,0.8001406782787688,False
"1,3,0,2","3,2,0,1",-60.0,0.0,-90.0,-5.0,0.36534845486148426,False
"1,3,0,2","3,2,1,0",-30.0,0.0,-60.0,-5.0,0.9095795181230781,False
"1,3,2,0","0,1,2,3",30.0,-2.0,0.0,-7.0,0.923385797748868,False
"1,3,2,0","0,1,3,2",60.0,-2.0,30.0,-7.0,0.3702719925331654,False
"1,3,2,0","0,2,1,3",-53.0,-2.0,-83.0,-7.0,0.8122328695424674,False
"1,3,2,0","0,2,3,1",53.0,-2.0,23.0,-7.0,0.8139440365903661,False
"1,3,2,0","0,3,1,2",60.0,-2.0,30.0,-7.0,0.37350778661707645,False
"1,3,2,0","0,3,2,1",-30.0,-2.0,-60.0,-7.0,0.9233699534372493,False
"1,3,2,0","1,0,2,3",60.0,-2.0,30.0,-7.0,0.3702719925331657,False
"1,3,2,0","1,0,3,2",-30.0,-2.0,-60.0,-7.0,0.9233646719556697,False
"1,3,2,0","1,2,0,3",60.0,-2.0,30.0,-7.0,0.37350778661707645,False
"1,3,2,0","1,2,3,0",30.0,-2.0,0.0,-7.0,0.9233699534372491,False
"1,3,2,0","1,3,0,2",53.0,-2.0,23.0,-7.0,0.8186304474059949,False
"1,3,2,0","1,3,2,0",-53.0,-2.0,-83.0,-7.0,0.8139440365903661,False
"1,3,2,0","2,0,1,3",53.0,-2.0,23.0,-7.0,0.8139440365903658,False
"1,3,2,0","2,0,3,1",-53.0,-2.0,-83.0,-7.0,0.8186304474059947,False
"1,3,2,0","2,1,0,3",-30.0,-2.0,-60.0,-7.0,0.9233699534372493,False
"1,3,2,0","2,1,3,0",-60.0,-2.0,-90.0,-7.0,0.37350778661707607,False
"1,3,2,0","2,3,0,1",30.0,-2.0,0.0,-7.0,0.9233646719556697,False
"1,3,2,0","2,3,1,0",-60.0,-2.0,-90.0,-7.0,0.3702719925331654,False
"1,3,2,0","3,0,1,2",30.0,-2.0,0.0,-7.0,0.9233699534372491,False
"1,3,2,0","3,0,2,1",-60.0,-2.0,-90.0,-7.0,0.37350778661707645,False
"1,3,2,0","3,1,0,2",-53.0,-2.0,-83.0,-7.0,0.8139440365903658,False
"1,3,2,0","3,1,2,0",53.0,-2.0,23.0,-7.0,0.8122328695424674,False
"1,3,2,0","3,2,0,1",-60.0,-2.0,-90.0,-7.0,0.3702719925331654,False
"1,3,2,0","3,2,1,0",-30.0,-2.0,-60.0,-7.0,0.9233857977488678,False
"2,0,1,3","0,1,2,3",30.0,2.0,0.0,-3.0,0.9233857977488673,False
"2,0,1,3","0,1,3,2",60.0,2.0,30.0,-3.0,0.3702719925331654,False
"2,0,1,3","0,2,1,3",-53.0,2.0,-83.0,-3.0,0.8122328695424672,False
"2,0,1,3","0,2,3,1",53.0,2.0,23.0,-3.0,0.8139440365903658,False
"2,0,1,3","0,3,1,2",60.0,2.0,30.0,-3.0,0.37350778661707634,False
"2,0,1,3","0,3,2,1",-30.0,2.0,-60.0,-3.0,0.9233699534372493,False
"2,0,1,3","1,0,2,3",60.0,2.0,30.0,-3.0,0.37027199253316556,False
"2,0,1,3","1,0,3,2",-30.0,2.0,-60.0,-3.0,0.9233646719556702,False
"2,0,1,3","1,2,0,3",60.0,2.0,30.0,-3.0,0.3735077866170762,False
"2,0,1,3","1,2,3,0",30.0,2.0,0.0,-3.0,0.9233699534372491,False
"2,0,1,3","1,3,0,2",53.0,2.0,23.0,-3.0,0.8186304474059949,False
"2,0,1,3","1,3,2,0",-53.0,2.0,-83.0,-3.0,0.8139440365903661,False
"2,0,1,3","2,0,1,3",53.0,2.0,23.0,-3.0,0.8139440365903661,False
