case_id,rank,frame,doppler_index,range_index,range_m,velocity_mps,cell_power_linear,scenario_id,pfa,training_doppler,training_range,guard_doppler,guard_range,valid_for_cfar,noise_linear,threshold_linear,power_to_threshold_db,local_max,above_threshold,local_maximum,would_detect
ss2_normal,1,13,32,2,3.5131928671875,0.0,1373138.25,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss2_normal,1,13,32,2,3.5131928671875,0.0,1373138.25,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss2_normal,1,13,32,2,3.5131928671875,0.0,1373138.25,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss2_normal,1,13,32,2,3.5131928671875,0.0,1373138.25,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss2_normal,1,13,32,2,3.5131928671875,0.0,1373138.25,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss2_normal,1,13,32,2,3.5131928671875,0.0,1373138.25,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss2_normal,1,13,32,2,3.5131928671875,0.0,1373138.25,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss2_normal,2,34,32,2,3.5131928671875,0.0,1270040.5,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss2_normal,2,34,32,2,3.5131928671875,0.0,1270040.5,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss2_normal,2,34,32,2,3.5131928671875,0.0,1270040.5,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss2_normal,2,34,32,2,3.5131928671875,0.0,1270040.5,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss2_normal,2,34,32,2,3.5131928671875,0.0,1270040.5,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss2_normal,2,34,32,2,3.5131928671875,0.0,1270040.5,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss2_normal,2,34,32,2,3.5131928671875,0.0,1270040.5,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss2_normal,2,34,32,2,3.5131928671875,0.0,1270040.5,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss2_normal,2,34,32,2,3.5131928671875,0.0,1270040.5,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss2_normal,3,34,32,1,1.75659643359375,0.0,1166372.5,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss2_normal,3,34,32,1,1.75659643359375,0.0,1166372.5,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss2_normal,3,34,32,1,1.75659643359375,0.0,1166372.5,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss2_normal,3,34,32,1,1.75659643359375,0.0,1166372.5,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss2_normal,3,34,32,1,1.75659643359375,0.0,1166372.5,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss2_normal,3,34,32,1,1.75659643359375,0.0,1166372.5,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss2_normal,3,34,32,1,1.75659643359375,0.0,1166372.5,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss2_normal,3,34,32,1,1.75659643359375,0.0,1166372.5,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss2_normal,3,34,32,1,1.75659643359375,0.0,1166372.5,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss2_normal,4,0,32,2,3.5131928671875,0.0,1111940.0,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss2_normal,4,0,32,2,3.5131928671875,0.0,1111940.0,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss2_normal,4,0,32,2,3.5131928671875,0.0,1111940.0,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss2_normal,4,0,32,2,3.5131928671875,0.0,1111940.0,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss2_normal,4,0,32,2,3.5131928671875,0.0,1111940.0,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss2_normal,4,0,32,2,3.5131928671875,0.0,1111940.0,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss2_normal,4,0,32,2,3.5131928671875,0.0,1111940.0,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss2_normal,4,0,32,2,3.5131928671875,0.0,1111940.0,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss2_normal,4,0,32,2,3.5131928671875,0.0,1111940.0,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss2_normal,5,18,32,2,3.5131928671875,0.0,1022772.9375,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss2_normal,5,18,32,2,3.5131928671875,0.0,1022772.9375,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss2_normal,5,18,32,2,3.5131928671875,0.0,1022772.9375,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss2_normal,5,18,32,2,3.5131928671875,0.0,1022772.9375,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss2_normal,5,18,32,2,3.5131928671875,0.0,1022772.9375,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss2_normal,5,18,32,2,3.5131928671875,0.0,1022772.9375,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss2_normal,5,18,32,2,3.5131928671875,0.0,1022772.9375,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss2_normal,5,18,32,2,3.5131928671875,0.0,1022772.9375,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss2_normal,5,18,32,2,3.5131928671875,0.0,1022772.9375,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss3_nominal,1,26,31,2,3.5131928671875,-0.30417254261363635,1279215.875,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss3_nominal,1,26,31,2,3.5131928671875,-0.30417254261363635,1279215.875,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss3_nominal,1,26,31,2,3.5131928671875,-0.30417254261363635,1279215.875,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss3_nominal,1,26,31,2,3.5131928671875,-0.30417254261363635,1279215.875,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss3_nominal,1,26,31,2,3.5131928671875,-0.30417254261363635,1279215.875,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss3_nominal,1,26,31,2,3.5131928671875,-0.30417254261363635,1279215.875,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss3_nominal,1,26,31,2,3.5131928671875,-0.30417254261363635,1279215.875,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss3_nominal,1,26,31,2,3.5131928671875,-0.30417254261363635,1279215.875,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss3_nominal,1,26,31,2,3.5131928671875,-0.30417254261363635,1279215.875,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss3_nominal,2,26,31,1,1.75659643359375,-0.30417254261363635,978344.125,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss3_nominal,2,26,31,1,1.75659643359375,-0.30417254261363635,978344.125,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss3_nominal,2,26,31,1,1.75659643359375,-0.30417254261363635,978344.125,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss3_nominal,2,26,31,1,1.75659643359375,-0.30417254261363635,978344.125,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss3_nominal,2,26,31,1,1.75659643359375,-0.30417254261363635,978344.125,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss3_nominal,2,26,31,1,1.75659643359375,-0.30417254261363635,978344.125,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss3_nominal,2,26,31,1,1.75659643359375,-0.30417254261363635,978344.125,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss3_nominal,2,26,31,1,1.75659643359375,-0.30417254261363635,978344.125,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss3_nominal,2,26,31,1,1.75659643359375,-0.30417254261363635,978344.125,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss3_nominal,3,22,31,2,3.5131928671875,-0.30417254261363635,951069.5625,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss3_nominal,3,22,31,2,3.5131928671875,-0.30417254261363635,951069.5625,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss3_nominal,3,22,31,2,3.5131928671875,-0.30417254261363635,951069.5625,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss3_nominal,3,22,31,2,3.5131928671875,-0.30417254261363635,951069.5625,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss3_nominal,3,22,31,2,3.5131928671875,-0.30417254261363635,951069.5625,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss3_nominal,3,22,31,2,3.5131928671875,-0.30417254261363635,951069.5625,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss3_nominal,3,22,31,2,3.5131928671875,-0.30417254261363635,951069.5625,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss3_nominal,3,22,31,2,3.5131928671875,-0.30417254261363635,951069.5625,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss3_nominal,3,22,31,2,3.5131928671875,-0.30417254261363635,951069.5625,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss3_nominal,4,0,32,2,3.5131928671875,0.0,918758.5625,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss3_nominal,4,0,32,2,3.5131928671875,0.0,918758.5625,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss3_nominal,4,0,32,2,3.5131928671875,0.0,918758.5625,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss3_nominal,4,0,32,2,3.5131928671875,0.0,918758.5625,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss3_nominal,4,0,32,2,3.5131928671875,0.0,918758.5625,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss3_nominal,4,0,32,2,3.5131928671875,0.0,918758.5625,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss3_nominal,4,0,32,2,3.5131928671875,0.0,918758.5625,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss3_nominal,4,0,32,2,3.5131928671875,0.0,918758.5625,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss3_nominal,4,0,32,2,3.5131928671875,0.0,918758.5625,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss3_nominal,5,37,32,2,3.5131928671875,0.0,903053.0,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss3_nominal,5,37,32,2,3.5131928671875,0.0,903053.0,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss3_nominal,5,37,32,2,3.5131928671875,0.0,903053.0,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss3_nominal,5,37,32,2,3.5131928671875,0.0,903053.0,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss3_nominal,5,37,32,2,3.5131928671875,0.0,903053.0,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss3_nominal,5,37,32,2,3.5131928671875,0.0,903053.0,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss3_nominal,5,37,32,2,3.5131928671875,0.0,903053.0,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss3_nominal,5,37,32,2,3.5131928671875,0.0,903053.0,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss3_nominal,5,37,32,2,3.5131928671875,0.0,903053.0,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss3_upper,1,0,32,2,3.5131928671875,0.0,2058310.0,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss3_upper,1,0,32,2,3.5131928671875,0.0,2058310.0,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss3_upper,1,0,32,2,3.5131928671875,0.0,2058310.0,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss3_upper,1,0,32,2,3.5131928671875,0.0,2058310.0,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss3_upper,1,0,32,2,3.5131928671875,0.0,2058310.0,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss3_upper,1,0,32,2,3.5131928671875,0.0,2058310.0,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss3_upper,1,0,32,2,3.5131928671875,0.0,2058310.0,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss3_upper,1,0,32,2,3.5131928671875,0.0,2058310.0,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss3_upper,1,0,32,2,3.5131928671875,0.0,2058310.0,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss3_upper,2,0,32,1,1.75659643359375,0.0,1620239.75,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss3_upper,2,0,32,1,1.75659643359375,0.0,1620239.75,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
ss3_upper,2,0,32,1,1.75659643359375,0.0,1620239.75,pfa1e4_train2,0.0001,2,2,1,1,False,,,,,False,False,False
ss3_upper,2,0,32,1,1.75659643359375,0.0,1620239.75,pfa1e2_train4,0.01,4,4,1,1,False,,,,,False,False,False
ss3_upper,2,0,32,1,1.75659643359375,0.0,1620239.75,pfa1e3_train4,0.001,4,4,1,1,False,,,,,False,False,False
ss3_upper,2,0,32,1,1.75659643359375,0.0,1620239.75,pfa1e4_train4,0.0001,4,4,1,1,False,,,,,False,False,False
ss3_upper,2,0,32,1,1.75659643359375,0.0,1620239.75,pfa1e2_train8,0.01,8,8,2,2,False,,,,,False,False,False
ss3_upper,2,0,32,1,1.75659643359375,0.0,1620239.75,pfa1e3_train8,0.001,8,8,2,2,False,,,,,False,False,False
ss3_upper,2,0,32,1,1.75659643359375,0.0,1620239.75,pfa1e4_train8,0.0001,8,8,2,2,False,,,,,False,False,False
ss3_upper,3,22,30,2,3.5131928671875,-0.6083450852272727,1057434.625,pfa1e2_train2,0.01,2,2,1,1,False,,,,,False,False,False
ss3_upper,3,22,30,2,3.5131928671875,-0.6083450852272727,1057434.625,pfa1e3_train2,0.001,2,2,1,1,False,,,,,False,False,False
