case_id,scenario_id,detector,pfa,training_doppler,training_range,guard_doppler,guard_range,valid_cells,detection_count,detections_per_frame,detection_rate_valid_cells,fixed_percentile,fixed_threshold_linear
ss0_flat,pfa1e2_train8,os_cfar_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,0.4350981116294861
ss0_flat,pfa1e2_train8,fixed_energy_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,0.4350981116294861
ss0_flat,pfa1e3_train8,ca_cfar_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,0.4350981116294861
ss0_flat,pfa1e3_train8,ca_threshold_only,0.001,8,8,2,2,79376,820,20.0,0.010330578512396695,99.0,0.4350981116294861
ss0_flat,pfa1e3_train8,os_cfar_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,0.4350981116294861
ss0_flat,pfa1e3_train8,fixed_energy_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,0.4350981116294861
ss0_flat,pfa1e4_train8,ca_cfar_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,0.4350981116294861
ss0_flat,pfa1e4_train8,ca_threshold_only,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,0.4350981116294861
ss0_flat,pfa1e4_train8,os_cfar_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,0.4350981116294861
ss0_flat,pfa1e4_train8,fixed_energy_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,0.4350981116294861
ss1_rippled,pfa1e2_train2,ca_cfar_local_peak,0.01,2,2,1,1,137924,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e2_train2,ca_threshold_only,0.01,2,2,1,1,137924,1551,37.829268292682926,0.011245323511499086,99.0,0.7154987454414368
ss1_rippled,pfa1e2_train2,os_cfar_local_peak,0.01,2,2,1,1,137924,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e2_train2,fixed_energy_local_peak,0.01,2,2,1,1,137924,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train2,ca_cfar_local_peak,0.001,2,2,1,1,137924,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train2,ca_threshold_only,0.001,2,2,1,1,137924,23,0.5609756097560976,0.00016675850468373887,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train2,os_cfar_local_peak,0.001,2,2,1,1,137924,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train2,fixed_energy_local_peak,0.001,2,2,1,1,137924,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train2,ca_cfar_local_peak,0.0001,2,2,1,1,137924,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train2,ca_threshold_only,0.0001,2,2,1,1,137924,4,0.0975609756097561,2.9001479075432847e-05,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train2,os_cfar_local_peak,0.0001,2,2,1,1,137924,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train2,fixed_energy_local_peak,0.0001,2,2,1,1,137924,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e2_train4,ca_cfar_local_peak,0.01,4,4,1,1,119556,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e2_train4,ca_threshold_only,0.01,4,4,1,1,119556,1484,36.19512195121951,0.012412593261735086,99.0,0.7154987454414368
ss1_rippled,pfa1e2_train4,os_cfar_local_peak,0.01,4,4,1,1,119556,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e2_train4,fixed_energy_local_peak,0.01,4,4,1,1,119556,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train4,ca_cfar_local_peak,0.001,4,4,1,1,119556,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train4,ca_threshold_only,0.001,4,4,1,1,119556,558,13.609756097560975,0.004667268894911172,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train4,os_cfar_local_peak,0.001,4,4,1,1,119556,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train4,fixed_energy_local_peak,0.001,4,4,1,1,119556,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train4,ca_cfar_local_peak,0.0001,4,4,1,1,119556,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train4,ca_threshold_only,0.0001,4,4,1,1,119556,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train4,os_cfar_local_peak,0.0001,4,4,1,1,119556,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train4,fixed_energy_local_peak,0.0001,4,4,1,1,119556,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e2_train8,ca_cfar_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e2_train8,ca_threshold_only,0.01,8,8,2,2,79376,984,24.0,0.012396694214876033,99.0,0.7154987454414368
ss1_rippled,pfa1e2_train8,os_cfar_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e2_train8,fixed_energy_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train8,ca_cfar_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train8,ca_threshold_only,0.001,8,8,2,2,79376,663,16.170731707317074,0.008352650675267083,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train8,os_cfar_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e3_train8,fixed_energy_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train8,ca_cfar_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train8,ca_threshold_only,0.0001,8,8,2,2,79376,22,0.5365853658536586,0.0002771618625277162,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train8,os_cfar_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,0.7154987454414368
ss1_rippled,pfa1e4_train8,fixed_energy_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,0.7154987454414368
ss2_normal,pfa1e2_train2,ca_cfar_local_peak,0.01,2,2,1,1,137924,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e2_train2,ca_threshold_only,0.01,2,2,1,1,137924,1095,26.70731707317073,0.007939154896899742,99.0,3.351595401763916
ss2_normal,pfa1e2_train2,os_cfar_local_peak,0.01,2,2,1,1,137924,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e2_train2,fixed_energy_local_peak,0.01,2,2,1,1,137924,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e3_train2,ca_cfar_local_peak,0.001,2,2,1,1,137924,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e3_train2,ca_threshold_only,0.001,2,2,1,1,137924,24,0.5853658536585366,0.00017400887445259708,99.0,3.351595401763916
ss2_normal,pfa1e3_train2,os_cfar_local_peak,0.001,2,2,1,1,137924,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e3_train2,fixed_energy_local_peak,0.001,2,2,1,1,137924,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e4_train2,ca_cfar_local_peak,0.0001,2,2,1,1,137924,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e4_train2,ca_threshold_only,0.0001,2,2,1,1,137924,10,0.24390243902439024,7.250369768858211e-05,99.0,3.351595401763916
ss2_normal,pfa1e4_train2,os_cfar_local_peak,0.0001,2,2,1,1,137924,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e4_train2,fixed_energy_local_peak,0.0001,2,2,1,1,137924,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e2_train4,ca_cfar_local_peak,0.01,4,4,1,1,119556,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e2_train4,ca_threshold_only,0.01,4,4,1,1,119556,1403,34.21951219512195,0.011735086486667335,99.0,3.351595401763916
ss2_normal,pfa1e2_train4,os_cfar_local_peak,0.01,4,4,1,1,119556,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e2_train4,fixed_energy_local_peak,0.01,4,4,1,1,119556,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e3_train4,ca_cfar_local_peak,0.001,4,4,1,1,119556,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e3_train4,ca_threshold_only,0.001,4,4,1,1,119556,91,2.2195121951219514,0.0007611495868045101,99.0,3.351595401763916
ss2_normal,pfa1e3_train4,os_cfar_local_peak,0.001,4,4,1,1,119556,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e3_train4,fixed_energy_local_peak,0.001,4,4,1,1,119556,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e4_train4,ca_cfar_local_peak,0.0001,4,4,1,1,119556,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e4_train4,ca_threshold_only,0.0001,4,4,1,1,119556,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e4_train4,os_cfar_local_peak,0.0001,4,4,1,1,119556,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e4_train4,fixed_energy_local_peak,0.0001,4,4,1,1,119556,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e2_train8,ca_cfar_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e2_train8,ca_threshold_only,0.01,8,8,2,2,79376,1013,24.70731707317073,0.012762043942753477,99.0,3.351595401763916
ss2_normal,pfa1e2_train8,os_cfar_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e2_train8,fixed_energy_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e3_train8,ca_cfar_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e3_train8,ca_threshold_only,0.001,8,8,2,2,79376,472,11.512195121951219,0.005946381777867366,99.0,3.351595401763916
ss2_normal,pfa1e3_train8,os_cfar_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e3_train8,fixed_energy_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e4_train8,ca_cfar_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e4_train8,ca_threshold_only,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e4_train8,os_cfar_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,3.351595401763916
ss2_normal,pfa1e4_train8,fixed_energy_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,3.351595401763916
ss3_nominal,pfa1e2_train2,ca_cfar_local_peak,0.01,2,2,1,1,137924,5,0.12195121951219512,3.6251848844291056e-05,99.0,9.113612174987793
ss3_nominal,pfa1e2_train2,ca_threshold_only,0.01,2,2,1,1,137924,312,7.609756097560975,0.002262115367883762,99.0,9.113612174987793
ss3_nominal,pfa1e2_train2,os_cfar_local_peak,0.01,2,2,1,1,137924,9,0.21951219512195122,6.52533279197239e-05,99.0,9.113612174987793
ss3_nominal,pfa1e2_train2,fixed_energy_local_peak,0.01,2,2,1,1,137924,9,0.21951219512195122,6.52533279197239e-05,99.0,9.113612174987793
ss3_nominal,pfa1e3_train2,ca_cfar_local_peak,0.001,2,2,1,1,137924,4,0.0975609756097561,2.9001479075432847e-05,99.0,9.113612174987793
ss3_nominal,pfa1e3_train2,ca_threshold_only,0.001,2,2,1,1,137924,37,0.9024390243902439,0.00026826368144775383,99.0,9.113612174987793
ss3_nominal,pfa1e3_train2,os_cfar_local_peak,0.001,2,2,1,1,137924,9,0.21951219512195122,6.52533279197239e-05,99.0,9.113612174987793
ss3_nominal,pfa1e3_train2,fixed_energy_local_peak,0.001,2,2,1,1,137924,9,0.21951219512195122,6.52533279197239e-05,99.0,9.113612174987793
ss3_nominal,pfa1e4_train2,ca_cfar_local_peak,0.0001,2,2,1,1,137924,3,0.07317073170731707,2.1751109306574634e-05,99.0,9.113612174987793
ss3_nominal,pfa1e4_train2,ca_threshold_only,0.0001,2,2,1,1,137924,23,0.5609756097560976,0.00016675850468373887,99.0,9.113612174987793
ss3_nominal,pfa1e4_train2,os_cfar_local_peak,0.0001,2,2,1,1,137924,9,0.21951219512195122,6.52533279197239e-05,99.0,9.113612174987793
ss3_nominal,pfa1e4_train2,fixed_energy_local_peak,0.0001,2,2,1,1,137924,9,0.21951219512195122,6.52533279197239e-05,99.0,9.113612174987793
ss3_nominal,pfa1e2_train4,ca_cfar_local_peak,0.01,4,4,1,1,119556,2,0.04878048780487805,1.6728562347351868e-05,99.0,9.113612174987793
ss3_nominal,pfa1e2_train4,ca_threshold_only,0.01,4,4,1,1,119556,924,22.536585365853657,0.007728595804476563,99.0,9.113612174987793
ss3_nominal,pfa1e2_train4,os_cfar_local_peak,0.01,4,4,1,1,119556,5,0.12195121951219512,4.1821405868379675e-05,99.0,9.113612174987793
ss3_nominal,pfa1e2_train4,fixed_energy_local_peak,0.01,4,4,1,1,119556,5,0.12195121951219512,4.1821405868379675e-05,99.0,9.113612174987793
ss3_nominal,pfa1e3_train4,ca_cfar_local_peak,0.001,4,4,1,1,119556,2,0.04878048780487805,1.6728562347351868e-05,99.0,9.113612174987793
ss3_nominal,pfa1e3_train4,ca_threshold_only,0.001,4,4,1,1,119556,23,0.5609756097560976,0.0001923784669945465,99.0,9.113612174987793
ss3_nominal,pfa1e3_train4,os_cfar_local_peak,0.001,4,4,1,1,119556,5,0.12195121951219512,4.1821405868379675e-05,99.0,9.113612174987793
ss3_nominal,pfa1e3_train4,fixed_energy_local_peak,0.001,4,4,1,1,119556,5,0.12195121951219512,4.1821405868379675e-05,99.0,9.113612174987793
ss3_nominal,pfa1e4_train4,ca_cfar_local_peak,0.0001,4,4,1,1,119556,0,0.0,0.0,99.0,9.113612174987793
ss3_nominal,pfa1e4_train4,ca_threshold_only,0.0001,4,4,1,1,119556,4,0.0975609756097561,3.3457124694703736e-05,99.0,9.113612174987793
ss3_nominal,pfa1e4_train4,os_cfar_local_peak,0.0001,4,4,1,1,119556,5,0.12195121951219512,4.1821405868379675e-05,99.0,9.113612174987793
ss3_nominal,pfa1e4_train4,fixed_energy_local_peak,0.0001,4,4,1,1,119556,5,0.12195121951219512,4.1821405868379675e-05,99.0,9.113612174987793
ss3_nominal,pfa1e2_train8,ca_cfar_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,9.113612174987793
ss3_nominal,pfa1e2_train8,ca_threshold_only,0.01,8,8,2,2,79376,973,23.73170731707317,0.012258113283612175,99.0,9.113612174987793
ss3_nominal,pfa1e2_train8,os_cfar_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,9.113612174987793
ss3_nominal,pfa1e2_train8,fixed_energy_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,9.113612174987793
ss3_nominal,pfa1e3_train8,ca_cfar_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,9.113612174987793
ss3_nominal,pfa1e3_train8,ca_threshold_only,0.001,8,8,2,2,79376,185,4.512195121951219,0.0023306792985285226,99.0,9.113612174987793
ss3_nominal,pfa1e3_train8,os_cfar_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,9.113612174987793
ss3_nominal,pfa1e3_train8,fixed_energy_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,9.113612174987793
ss3_nominal,pfa1e4_train8,ca_cfar_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,9.113612174987793
ss3_nominal,pfa1e4_train8,ca_threshold_only,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,9.113612174987793
ss3_nominal,pfa1e4_train8,os_cfar_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,9.113612174987793
ss3_nominal,pfa1e4_train8,fixed_energy_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,9.113612174987793
ss3_upper,pfa1e2_train2,ca_cfar_local_peak,0.01,2,2,1,1,137924,11,0.2682926829268293,7.975406745744033e-05,99.0,13.039457321166992
ss3_upper,pfa1e2_train2,ca_threshold_only,0.01,2,2,1,1,137924,239,5.829268292682927,0.0017328383747571127,99.0,13.039457321166992
ss3_upper,pfa1e2_train2,os_cfar_local_peak,0.01,2,2,1,1,137924,15,0.36585365853658536,0.00010875554653287318,99.0,13.039457321166992
ss3_upper,pfa1e2_train2,fixed_energy_local_peak,0.01,2,2,1,1,137924,15,0.36585365853658536,0.00010875554653287318,99.0,13.039457321166992
ss3_upper,pfa1e3_train2,ca_cfar_local_peak,0.001,2,2,1,1,137924,6,0.14634146341463414,4.350221861314927e-05,99.0,13.039457321166992
ss3_upper,pfa1e3_train2,ca_threshold_only,0.001,2,2,1,1,137924,40,0.975609756097561,0.00029001479075432845,99.0,13.039457321166992
ss3_upper,pfa1e3_train2,os_cfar_local_peak,0.001,2,2,1,1,137924,14,0.34146341463414637,0.00010150517676401496,99.0,13.039457321166992
ss3_upper,pfa1e3_train2,fixed_energy_local_peak,0.001,2,2,1,1,137924,15,0.36585365853658536,0.00010875554653287318,99.0,13.039457321166992
ss3_upper,pfa1e4_train2,ca_cfar_local_peak,0.0001,2,2,1,1,137924,6,0.14634146341463414,4.350221861314927e-05,99.0,13.039457321166992
ss3_upper,pfa1e4_train2,ca_threshold_only,0.0001,2,2,1,1,137924,26,0.6341463414634146,0.00018850961399031351,99.0,13.039457321166992
ss3_upper,pfa1e4_train2,os_cfar_local_peak,0.0001,2,2,1,1,137924,13,0.3170731707317073,9.425480699515676e-05,99.0,13.039457321166992
ss3_upper,pfa1e4_train2,fixed_energy_local_peak,0.0001,2,2,1,1,137924,15,0.36585365853658536,0.00010875554653287318,99.0,13.039457321166992
ss3_upper,pfa1e2_train4,ca_cfar_local_peak,0.01,4,4,1,1,119556,3,0.07317073170731707,2.5092843521027803e-05,99.0,13.039457321166992
ss3_upper,pfa1e2_train4,ca_threshold_only,0.01,4,4,1,1,119556,794,19.365853658536587,0.006641239251898692,99.0,13.039457321166992
ss3_upper,pfa1e2_train4,os_cfar_local_peak,0.01,4,4,1,1,119556,6,0.14634146341463414,5.018568704205561e-05,99.0,13.039457321166992
ss3_upper,pfa1e2_train4,fixed_energy_local_peak,0.01,4,4,1,1,119556,6,0.14634146341463414,5.018568704205561e-05,99.0,13.039457321166992
ss3_upper,pfa1e3_train4,ca_cfar_local_peak,0.001,4,4,1,1,119556,2,0.04878048780487805,1.6728562347351868e-05,99.0,13.039457321166992
ss3_upper,pfa1e3_train4,ca_threshold_only,0.001,4,4,1,1,119556,27,0.6585365853658537,0.00022583559168925022,99.0,13.039457321166992
ss3_upper,pfa1e3_train4,os_cfar_local_peak,0.001,4,4,1,1,119556,6,0.14634146341463414,5.018568704205561e-05,99.0,13.039457321166992
ss3_upper,pfa1e3_train4,fixed_energy_local_peak,0.001,4,4,1,1,119556,6,0.14634146341463414,5.018568704205561e-05,99.0,13.039457321166992
ss3_upper,pfa1e4_train4,ca_cfar_local_peak,0.0001,4,4,1,1,119556,2,0.04878048780487805,1.6728562347351868e-05,99.0,13.039457321166992
ss3_upper,pfa1e4_train4,ca_threshold_only,0.0001,4,4,1,1,119556,12,0.2926829268292683,0.00010037137408411121,99.0,13.039457321166992
ss3_upper,pfa1e4_train4,os_cfar_local_peak,0.0001,4,4,1,1,119556,6,0.14634146341463414,5.018568704205561e-05,99.0,13.039457321166992
ss3_upper,pfa1e4_train4,fixed_energy_local_peak,0.0001,4,4,1,1,119556,6,0.14634146341463414,5.018568704205561e-05,99.0,13.039457321166992
ss3_upper,pfa1e2_train8,ca_cfar_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,13.039457321166992
ss3_upper,pfa1e2_train8,ca_threshold_only,0.01,8,8,2,2,79376,846,20.634146341463413,0.010658133440838541,99.0,13.039457321166992
ss3_upper,pfa1e2_train8,os_cfar_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,13.039457321166992
ss3_upper,pfa1e2_train8,fixed_energy_local_peak,0.01,8,8,2,2,79376,0,0.0,0.0,99.0,13.039457321166992
ss3_upper,pfa1e3_train8,ca_cfar_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,13.039457321166992
ss3_upper,pfa1e3_train8,ca_threshold_only,0.001,8,8,2,2,79376,133,3.2439024390243905,0.0016755694416448297,99.0,13.039457321166992
ss3_upper,pfa1e3_train8,os_cfar_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,13.039457321166992
ss3_upper,pfa1e3_train8,fixed_energy_local_peak,0.001,8,8,2,2,79376,0,0.0,0.0,99.0,13.039457321166992
ss3_upper,pfa1e4_train8,ca_cfar_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,13.039457321166992
ss3_upper,pfa1e4_train8,ca_threshold_only,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,13.039457321166992
ss3_upper,pfa1e4_train8,os_cfar_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,13.039457321166992
ss3_upper,pfa1e4_train8,fixed_energy_local_peak,0.0001,8,8,2,2,79376,0,0.0,0.0,99.0,13.039457321166992
